,Heartrate,TotalSteps,sleepMin,Label
1144,78.35839599,12362,412,First
1145,68.91142857,12362,412,First
1146,80.99022005,12362,412,Second
1147,99.21786492,12362,412,Second
1148,119.7188065,12362,412,Second
1149,79.92436975,12362,412,Second
1150,70.07440476,12362,412,First
1151,73.67819149,12362,412,First
1152,89.21428571,12362,412,Second
1153,88.79054054,12362,412,Second
1154,80.96503497,12362,412,Second
1155,83.91169451,12362,412,Second
1156,81.73705179,12362,412,Second
1157,67.64324324,12362,412,First
1158,66.36392405,12362,412,First
1159,70.71703297,12362,412,First
1160,75.09510870000001,12362,412,First
1161,65.94080505,8,540,Third
1162,63.40229226,8,540,Third
1163,59.93888889,8,540,Third
1164,61.31470231,8,540,Third
1165,60.85658915,8,540,Third
1166,59.23876923,8,540,Third
1167,70.23266078,8,540,Third
1168,78.31062124,8,540,Third
1169,84.0212061,8,540,Third
1170,87.96610169,8,540,Third
1171,88.0943662,8,540,Third
1172,86.15145368,8,540,Third
1173,96.43029491,8,540,Third
1174,97.40222686,8,540,Third
1175,91.13323884,8,540,Third
1176,97.09829620000001,8,540,Third
1177,98.68364611,8,540,Third
1178,98.70806242,8,540,Third
1179,89.58831809,8,540,Third
1180,101.3706667,8,540,Third
1181,100.33546329999999,8,540,Third
1182,90.17219478,8,540,Third
1183,93.05530973,8,540,Third
1184,70.0,8,540,Third
1185,57.62460568,3436,463,Third
1186,58.48355263,3436,463,Third
1187,59.99335548,3436,463,Third
1188,58.40202703,3436,463,Third
1189,57.37060703,3436,463,Third
1190,56.90322581,3436,463,Third
1191,68.05555556,3436,463,Third
1192,74.12676056,3436,463,Third
1193,72.49708738,3436,463,Third
1194,64.41011236,3436,463,Third
1195,60.06508876,3436,463,Third
1196,59.76093294,3436,463,Third
1197,63.41854637,3436,463,Third
1198,65.48257373,3436,463,Third
1199,61.21818182,3436,463,Third
1200,60.73015873,3436,463,Third
1201,73.21634615,3436,463,Third
1202,71.51463415,3436,463,Third
1203,65.66911765,3436,463,Third
1204,65.88040712,3436,463,Third
1205,65.08883249,3436,463,Third
1206,64.45430809,3436,463,Third
1207,64.90607735,3436,463,Third
1208,65.41876429999999,3436,463,Third
1209,72.97468354,5893,386,Third
1210,71.08064516,5893,386,Third
1211,70.05177994,5893,386,Third
1212,67.90789474,5893,386,Third
1213,64.00325733,5893,386,Third
1214,66.56466877,5893,386,Third
1215,68.02121212,5893,386,Third
1216,77.72463768,5893,386,Third
1217,74.09189189,5893,386,Third
1218,106.4020716,5893,386,Second
1219,121.6392765,5893,386,Second
1220,81.99492386,5893,386,Third
1221,75.18684211,5893,386,Third
1222,75.47293447,5893,386,Third
1223,75.64,5893,386,Third
1224,76.11764706,5893,386,Third
1225,78.15831135,5893,386,Third
1226,83.96992481,5893,386,Third
1227,91.82835821,5893,386,Second
1228,94.68778281,5893,386,Second
1229,100.0,5893,386,Second
1230,74.67346939,5893,386,Third
1231,80.04371585,5893,386,Third
1232,70.0,20,492,Third
1233,70.0,20,492,Third
1234,65.0661157,20,492,Third
1235,58.88924051,20,492,Third
1236,60.66774194,20,492,Third
1237,59.20426829,20,492,Third
1238,58.40307692,20,492,Third
1239,58.32448378,20,492,Third
1240,58.97337278,20,492,Third
1241,57.96996997,20,492,Third
1242,70.76666667,20,492,Third
1243,66.01923077,20,492,Third
1244,83.78100264,20,492,Third
1245,78.69820972,20,492,Third
1246,75.86350975,20,492,Third
1247,77.53994490000001,20,492,Third
1248,69.95402299,20,492,Third
1249,71.17307692,20,492,Third
1250,86.72468354,20,492,Third
1251,81.77225673,20,492,Third
1252,67.0,20,492,Third
1253,62.18055556,20,492,Third
1254,66.54907162,20,492,Third
1255,70.21105528,20,492,Third
